Boađus: 1 058
						
Ovddit123Čuovvovaš
Cealkkačájeheapmi
	Administrative texts –
Anán liikká miehtemielalaš 	áššin 	, ahte ruvkeláhkabargojoavkku evttohusas lea máinnašupmi sápmelaččaid eananvuoigatvuođaid váikkuhusain ruvkeláhkii .
Anán liikká miehtemielalaš 	áššin 	, ahte ruvkeláhkabargojoavkku evttohusas lea máinnašupmi sápmelaččaid eananvuoigatvuođaid váikkuhusain ruvkeláhkii .
Nubbin somáš 	áššin 	lea oahpahusministeriija mearrádus mieđihit sámediggái 100 000 euro jahkái 2009 sámi giella- ja kulturbeassedoaimma várás .
Eahkesbeaivve sámedikki stivra doalai telefunčoakkáma , mas áidna 	áššin 	lei cealkámuša addin PEFS-vuovdesertifiserenkritearas .
Gaskavahkko ministtarčoakkáma dehálaččamus 	áššin 	lei čoakkáma loahppajulggaštusa , nd. .
Eará 	áššin 	dohkkeheimmet addojuvvot evttohusa dievasčoakkámii sámegiel sosiála- ja dearvvašvuohtabálvalusaid ruhtadeamis boahtte jahkái .
Sámediggi geahččala doapmat áššis ja ráhkadit cealkámuševttohusa boahtte vahku ealáhus- ja vuoigatvuohtalávdegotti čoakkámii hohpolaš 	áššin 	ja dan maŋŋel ordnet hohpolažžan sámedikki stivrra čoakkáma , vai sámedikki oaidnu háhppeha stáhtaráđđái ovdal ekonomiijapolitihkalaš ministtarválljagotti čoakkáma .
Čoakkán mearridii hohpolaš 	áššin 	cealkámuša addimis suohkaniid stáhtaossodatortnega ođastusas , mas sámiid ruovttuguovllu suohkaniidda addojuvvolii 3,2 miljovnna euro sápmelašvuođa vuođul .
Loahpalaš 	áššin 	digaštallamis lea sisdoallu omd. servodatoahpus ja historjjás .
Ollu oahpponeavvut mat buvttaduvvojedje dáin váhnenkurssain doibme bures guovttegielalaš oktavuođas go dain lei 	áššin 	hárjehit doahpagiid ovtta dehe máŋgga gillii .
de šaddá lohkan ja čállin bahča 	áššin 	oahppái .
Dađe mielde go oahpaimet dárogiela , de dárosteimmet gaskaneamet , ja go fárriimet Sárranjárgii , de šattai dárogiella buot mánáid oktasašgiellan ja min sámegielmáhttu šattai čiegus 	áššin 	.
Ollu eará maŋŋá dollojuvvon boazosápmelaččaid riikkačoahkkimiin leat skuvladilálašvuođat leamaš 	áššin 	.
Vuosttamus 	áššin 	ođđa skuvlastivralahttun son evttohiige hukset skuvlla ruovttugillái .
Go dal ráđđelahtut deaivvadedje ministariin , de válde dien 	áššin 	, ja jerre manne sin direktøras lea unnit bálká go eará ráđiid direktørain , ovdamearkka dihte Vuođđoskuvlaráđis .
- In lean nu doaimmalaš searvvis dalle , muhto ledjen gal moatti čoahkkimis , ja in sáhte muitit ahte dát lei 	áššin 	doppe .
Dán vásihin dakkár 	áššin 	masa in lean hárjánan , muhto lei hui hávskái .
1980-logus lei áigi láddan dasa ahte olbmot geat ledje massán oahpu ieža nagodedje deaivvadit , organiseret ja dahkat dan almmolaš 	áššin 	.
Mánu maŋŋil go daid sáddiimet , de šadde 	áššin 	skuvlastivrras .
Dađe mielde go oahpaimet dárogiela , de dárosteimmet gaskaneamet , ja go fárriimet Sárranjárgii , de šattai dárogiella buot mánáid oktasašgiellan ja min sámegielmáhttu šattai čiegus 	áššin 	.
Mii leat giitevaččat go norgalaš stáhtaeiseválddit leat dovddahan ahte dat eai ane dán dušše sisriikka 	áššin 	, muhto unnitloguálbmoga gažaldahkan man čuvvot riikkaidgaskasaš geatnegasvuođat .
Ii lean ge eará vuordit ahte oahpaheddjiid searvvis lei dakkár oaivil danne go eanas oahpaheaddjit oktan rektoriin , bearráigehččiin ja skuvlahoavddain cakkastedje vuostá duostun láhkái go 	áššin 	šadde ruŋgulaš ohppiid váttisvuođat sin skuvllas .
Njealját luohkás mun bajidin 	áššin 	sihke váhnemiidda ja skuvlla hoavddaide ahte mu mielas lei heajos čoavddus go galgen John André persovnnalaš oahpaheaddjin ain su skuvlavázzimis .
Skábmamánu 11. b. 1958 dollui diggi Hámmárfeastta ráđđeviesus mas skuvllas jávkan lei 	áššin 	.
Duođas in sáhte muitit ahte vuoiŋŋamaččat ledje áigeguovdilis 	áššin 	ovdal go álggiimet domanhárjehallama ráhkkanemiiguin 2004:s .
Áltáášši loktii eatnamiid ja jávrriid suodjaleami beaivválaš 	áššin 	.
Leimmet suddjejuvvon 	áššin 	, vátnemii bokte .
Dasto gehččojuvvojedje dát guovtti ášši oktan 	áššin 	.
Giellaovddideapmi ja dat maid ferte bargat mánáiguin geat eai oaččo doarvái arvvosmahttima galgá leat guovddáš 	áššin 	.
Danin ovddidedje giellaseaguhusguovlluid oahpaheaddjit 	áššin 	ahte galggaše ásahit sierra ossodaga oahpaheddjiidsearvái man bargun galge leat pedagogalaš gažaldagat mat ain bohte ovdan .
Trygve Guttorma eretdieđiheapmi lei stuorámus 	áššin 	miellahttostuimmiin mat áite Oahpaheddjiidlihtu posišuvnna Finnmárkkus .
Báhkkaseamos riiddus bosso diekkár eahpečielggasvuođaid hirbmat stuora 	áššin 	, lohká Sylvi Johnsen .
	Fiction texts –
Stuorát 	áššin 	gielladárkkisteaddji lei oaidnán dan ahte čálli lei muhtumin addán menddo stuorra válddi bottu dovdduide , mii ii lean dieđusge oalle vuogas , dasgo jearaldagashan lei vuosttažettiin historjágirji .
Áidna rabas 	áššin 	lei báhcán , goas Issát fárrešii árbevistásis .
Sii bohte ja manne ja atne iešalddes čielga 	áššin 	ahte ledje vurdojuvvon guos sit .
Markettasge lávii vuhttostit balahahkesvuohta , muhto son ii lean báljo gidden dasa fuopmášumi ja lei atnán dan ovdal juo buorre 	áššin 	, go dat mahká dušše čájehii man sakka eamit lei sus gitta .
Dábálaš olbmot eai dan fuomášan , dasgo ledje juo čađa hárjánan dasa ahte válde dan lunddolaš 	áššin 	.
Vai aniiga nu iešalddes čielga 	áššin 	ahte son ieš evttohivččii vai leigo nu ahte eaba háliidan šat su iežaska eallinráfi muosehuhttit ?
Áidna mas dihte ahte elle ártegis áiggiid lei go gulle ain skábmaalmmis girdiid jienaid , mii ođđa 	áššin 	čuoččáldahtii sis máŋggalágan jurdagiid .
, maid mearkkašupmi bázii vuorrasut olbmuide máŋgasii agibeaivái čiegus 	áššin 	.
Son lei gáddán dan stuorátge 	áššin 	- vuordán viibmás digaštallama , ákkaid ja vuosteákkaid .
Ieš ii atnán dan nu stuorra 	áššin 	, dušše ealašii ovddeš vuogi mielde .
Sii dovde dan iežaset 	áššin 	.
Muhto dál munno lagasge servvoštallama livčče várra atnán dušše lunddolaš 	áššin 	.
Dan Mäkiniska muittii guokte jagi dan maŋŋá , gáiddus ja juvssakeahtes 	áššin 	.
Ja dat , mas balle namalassii dalle , lea muhttán hámis , ja dat man dalle ohcaledje , lea dál nu juohkebeaivválaš ja suivatge , ja Mäkiniska , guhte lei eallimis áigge vásihan buot mii lei gelddolaš , beasai muosáhit dange maid mearkkašii ovddasvástádusa garvin , soahtešilju guođđin ja doppe gárgideapmi - ii dušše sivustis , muhto konkrehta , duođalaš 	áššin 	.
Riika oaččui dál guoddit dán losses noađi bás váimmožisttis olbmuid čalmmiid ovddas iige šat dušše čiegus 	áššin 	dego ovdal .
	Law texts –
Jus 	áššin 	lea luobahit vuoigatvuođaid namuhuvvon 3. kapihttalis , de sáhttá ášši vuolggaheaddji beassat buhtadeamis vástideaddji áššegoluid jus vástideaddji šiehtadallamiid maŋŋel lea hilgon dahje ii leat vástidan fálaldaga , ja vástideaddji riekteárvvošteami mearrádusa olis ii oaččo eambbo go fálaldaga .
Go 	áššin 	lea gáibádus rievdadit ovdalaš mearrádusa dahje duomu , sáhttá nammagotti jođiheaddji dahkat iešokto mearrádusa jus dat ii moktege čuoze ja dagat váttisvuođaid ášši fáddái , ii ge váikkut váttisvuođadássái , áššedovdi gáibádusaide ja jus dat muđui čuovvu dohkálaš áššemeannudeami .
Go 	áššin 	priváhta bealálaččas lea gáibidit ovddeš mearrádusa rievdaduvvot , galgá mánáidsuodjalusbálvalus gárvvistit ja sáddet ášši fylkkanammagoddái nu johtilit go vejolaš ja maŋemustá golbma mánu maŋŋá go mánáidsuodjalusbálvalus oaččui gáibádusa .
go 	áššin 	lea gáibidit ovdalaš mearrádusa dahje duomu rievdaduvvot , ja nammagotti jođiheaddji gávnnaha dan dohkálažžan go geahččá ášši sisdoalu , váttisvuođadási , makkár áššedovdiide lea dárbu ja ahte dohkálaš áššemeannudeapmi lea vuođđun .
Jus 	áššin 	lea luobahit vuoigatvuođaid namuhuvvon 3. kapihttalis , de sáhttá ášši vuolggaheaddji beassat buhtadeamis vástideaddji áššegoluid jus vástideaddji šiehtadallamiid maŋŋel lea hilgon dahje ii leat vástidan fálaldaga , ja vástideaddji riekteárvvošteami mearrádusa olis ii oaččo eambbo go fálaldaga .
Guovddáš 	áššin 	das lea , ahte dat ráhkada guovttelágan ageandda .
Dán mearrádusa mielde orru leamen vuoigaduvvon 27. artihkkala dulkomis deattuhit mearrideaddjin dan maid sáhttá atnit guoski mearrádusa 	áššin 	dahje áiggan ( ) ja ahte mearrádusain beaktilit sáhttá juksat ulbmila mii navdo leat vuođđun .
Dan muddui go norgga eiseválddit leat geatnegahtton álbmotrievtti mielde , ferte dat oidnojuvvot lunddolaš 	áššin 	ahte dát čáđahuvvo norgga eiseválddi doaimmaheamis .
Guovddáš 	áššin 	lei háhkat dahje doalahit oktovuoigatvuođa eatnamiidda mat ledje ealáhusa objeaktan .
Dárkojuvvo dál masá mearriduvvon 	áššin 	ahte dat ja dat siida galgá oažžut dálveorohaga dan ja dan dihto guovllus .
Jus bajit orgána rievdada mearrádusa , meannuduvvo ášši dego ođđa 	áššin 	.
Muhto jus eanavuovdinkantuvra gulaskuddancealkámušaid vuostá liikká mieđiha ohcamii , máhcahuvvo ášši huksenráđđái ođđa 	áššin 	.
Buot stuorát 	áššin 	NVE vel dárkkista cázádaga guoskevaš osiid ja doallá guovllus rabas coahkkimiid .
Jus skuvla gottolaš áigemearis ii leat bargan 	áššin 	maidege , sáhttá dattege váidit ášši dego juo livččii mearriduvvon ovttaskas áššiin hálddašanlága mielde .
Ohppiidráđđi sáhttá nammadit skuvlabirasovddasteddjiid geat galget áimmahuššat ohppiid beroštumiid skuvlla ja eiseválddiid ektui dain 	áššin 	main lea sáhka skuvlabirrasis .
	Min Aigi –
Dáid dieđuid vuođul galgá dát láigosoahpamuš danne adnojuvvot priváhta 	áššin 	, oaivvilda Sara .
Lea juo measta jahkebeale áigi go dán váttisvuođa ovddidin sierra 	áššin 	fylkka Dearvvašvuođa-ja sosialstivrras .
Boazodoallu lea maid čállosis gehččon deháleamos 	áššin 	guovllu sámi kultuvrra guoddi elemeantan .
– Dahket dán iežaset 	áššin 	
Dál dahket dan iežaset 	áššin 	, dadjá sátnejođiheaddji Leif Kristian Sundelin .
Sátnejođiheaddji dajai ovddit Min Áigái , ahte Gurotbellodat mohkkasaddá , go eai dorjon su evttohusa oktasaš cealkámuššii , muhto buktet maŋŋá iežaset cealkámuša ja dahket dán iežaset 	áššin 	.
Dát ii lean biddjon áššelistui , muhto bohte « ođđa 	áššin 	» Sámedemokrahtaid Hartvik Hansena ja Bargiidbellodaga Ingrid Smuk Rollstada evttohussan .
Sihke Guovddášbellodat , Olgešbellodat ja Gurutbellodat dáhtto ahte dát biddjojuvvo sierra 	áššin 	boahtte ovdagotti čoahkkimii .
- Muhto mis ii leat makkárge dahkamušaid dáinna 	áššin 	, celket sii .
Guovddáš 	áššin 	NBR:s lea leamaš suodjalit nannoseappot guohtuneatnamiid .
Line Skum lohká leat dovddus 	áššin 	ahte girkut birra máilmmi oamastit eatnamiid mat árbevirolaččat gulle álgoálbmogiidda .
Muhto ii loga Greaves bearraša bargan- ja ássanlobi álkks 	áššin 	.
Sámi Girkoráđi jođiheaddji , Ole Mathis Hætta diehtá dán leat kontroversiealla 	áššin 	.
Norgga ráđđehusa ja Stuorradikki sámepolitihkka lea otne stuorra 	áššin 	Sámedikkis .
Skuvlavázzima háddi lea maiddái lassánan garrasit , juoidá mii dovdo bures daningo dáid riikkaid olbmot leat atnán nuvttá skuvlla lunddolaš 	áššin 	gitta dássážii .
Kristtalaš Álbmotbellodaga lahttu Johan Bakken Sandvik fas lohká hálddahusa lean ovddalgihtii mearridan dan galgat leat čiegus 	áššin 	.
ČIEGUS GIEĐAHALLAN : Gieldda hálddahusa ođđaset organiseren ii šatta almmolaš 	áššin 	ovdal čakčageasi .
Danne ii ane riektan gieđahallat gieldda organiserema almmolaš 	áššin 	.
Vákšumat leat 	áššin 	go sámediggeráđđi doallá čoahkkima Ájluovttas Divttasvuonas maŋŋebárggas gitta duorasdahkii .
Vuossárgga lei Ohcejoga gielddastivrračoahkkin , mas oktan 	áššin 	lei miljonbeale geahpedeapmi skuvlendoaimmas .
Danin geavváge nu ahte oskogažaldagat mearriduvvojit dego dábálaš politihkalaš 	áššin 	.
Šaddá 	áššin 	Parlamentaralaš Ráđi vuosttaš čoahkkimis , muittuha Seurujärvi-Kari .
Dalle leat vearrolisttut , dienaslisttut ja opmodatlisttut almmolaš 	áššin 	, ja juohkehaš sáhttá fitnat livnnetkántuvrras geahččamin .
–<\q>Álggos lea searvvi registreren ja nubbin 	áššin 	ferte bargagoahtit eanavuoigatvuođain ja caggat luonddu nuoskkideami , dieđiha Kobelev vuosttas doaimmas ovdaolmmožin .
Dáppe lea šaddan Portugal ja Indonesia gaskasaš 	áššin 	.
Boazodoallohoavda Jon Meløy lohká boraspiriidgažaldaga leat lossa 	áššin 	.
Jorret Norgga Suoma 	áššin 	
Ođđa orohatjuohkin báhkka 	áššin 	
Minerálaávkkastallan šaddá sámedikkis stuora 	áššin 	dás ovddalguvlui .
• • Sámediggeráđi lahtu - Issát Máhtte Hætta - « sofagánddat » šadde báhkka 	áššin 	go Sámediggi gieđahalai ovttadássásašvuođaplána ovddet vahku dievasčoahkkimis .
Sihtat maiddái dihto olbmuid čállit kommentáraid iešguđet 	áššin 	, ja muhtimin Min Áiggi doaimmahusbargit ieža čállet kommentáraid .
– Mii gáibidit ahte skuvla váldá viidne- ja narkotihkanávddašeami duođalaš 	áššin 	ja doaimmahit eastadanbargguid , lohká Anti .
– Mii leat lohkan maid nuoraidkonsuleanta muitala áššis ja danin munnos mielas dárbbášuvvo duođas dáinna 	áššin 	bargat , lohkaba Anti ja Sárá .
Finnmark Dagblad ( FD ) fas muitala Steinholta lohkat ahte Strandebarmma báhpat hárdet dáinna 	áššin 	.
Dalle go son šattai bajás , lei sápmelašvuohta heahpadis 	áššin 	.
Bær geahččá Náranaš ja Riebanvári ášši čielga vuoigatvuođa 	áššin 	ja muittuha maid Stuoradiggi lohppidii maŋŋel Álttá joga dulvadeami maŋŋil .
– Go riika hilgo konvenšuvnna vuođu - mii dáhkida dábálaš prinsihpa ovttadássásašvuhtii - de jorrá dat duođai 	áššin 	mii adnojuvvo unohassan , lohká Salam Khan Bangladeshas .
Dás baicca orru leamen nu ahte diehtemeahttunvuođa ja fuollameahttunvuođa geažil ášši ii leat vel joavdan dobbelii guovttilot jagis , go sámi vánhemat leat bargan 	áššin 	, loahpaha vánhensearvvi áirras Erling Ravna .
Romssa suohkan ii geargga ieš bargat maidege 	áššin 	.
Min Áiggi oavedoaimmaheaddji , gii lei čállán spivkka , lohká dainna 	áššin 	lei hui vuogas spivket .
– Go lea ná guhká ádjánan , čájeha dán leat hui váttis 	áššin 	, oaivvilda Sæther .
Muhtin juristtat oaivvildit ahte muhtin illásteamit - nugo japánaid sex-šlávat nuppi máilbmesoađis leat menddo boarrásat bidjat IS 	áššin 	.
Oahpahusministara Jon Lilletun mátki Detnui ii gártan dušše duođalaš 	áššin 	.
Sámi oahppoplána álggaheapmi ii leat leamaš Deanu gielddas beare álkes 	áššin 	, go sihke váhnemat ja báikkálaš politihkkárat leat dan vuostálastán .
Erlandsen dovddasta leat lossat bargat priváhta skuvlla 	áššin 	.
Eanemus jáhkkimis šaddá dát vuot ain oktii hearkilis 	áššin 	.
Muhto seammás Wigelius oaivvilda ahte prostitušuvnna sáhttá šaddat lossa 	áššin 	digaštallat .
NSR-nuoraidlávdegoddi ja Davvi Nuorra oaivvildit dán leat politihkalaš 	áššin 	, iige dušše ekonomalaš behttaleapmin .
• • Erenoamážit Suoma beale sápmelaččat atne dán issoras somás 	áššin 	, go eaihan sii goassige leat hárjánan dasa ahte sámevuođa bargguid ovddas dal ovttaskas olmmoš galggašii oažžut dađi eambbo mávssu .
Bálgosiid ovttastusa doaibmajođiheaddji Jouni Filppa Roavvenjárggas muitala ovttastusa bargan 	áššin 	1991 rájes .
Lean bargan dáinna 	áššin 	jo 1991 vuođđalogu rájes , muhto ášši ii leat ovdánan .
Son lea ieš geahččalan bargat 	áššin 	15 jagi , muhto ii leat ovdánan veháge .
Eanavuoigatvuođat gieđahallojuvvojit sierra 	áššin 	Sámi vuoigatvuođa lávdegotti barggus .
Dát dáhpáhuvvá sierra 	áššin 	dábálaččat čoahkkima álgobeaivvi .
Ráđđi lea gieđahallan lotnolasealáhusaid doarjjaortnega sierra 	áššin 	, ja deattuha ahte dálá ortnet galgá doalahuvvot .
Su mielas lea musea- ja kulturguovddáža ásaheami hui dehálaš 	áššin 	.
Sámi Miššuvnna váldočálli Magne Gamlemshaug ii loga áigeguovdilis 	áššin 	sirdit Sámi Álbmotallaskuvlla sámi stivrejupmái .
Sámi Miššuvdna sáhtášii addit sápmelaččaide veahá eanet stivrejumi Sámi Álbmotallaskuvllas , muhto miššuvnnas ii leat áigeguovielis 	áššin 	addit olles skuvlla sápmelaččaid oamastussii .
Johán Ándde fárren Sámedikke 	áššin 	
Johán Ánda Bæhr fárren Kárášjogas Sáččái ( Senja ) šattai maŋŋebárgga 	áššin 	Sámedikkis .
Moadde diggeášši leat bidjan vuođu šiehtadallamiidda mas indiánaid ja inuihtaid oamastanvuoigatvuohta eatnamiidda leat guovddáš 	áššin 	.
Dát lei 	áššin 	gielddastivrra čoahkkimis duorastaga .
Sámi Parlamentaralaš Ráđđi šattai stuorra 	áššin 	Sámedikki čoahkkimis Girkonjárggas .
Mannan vahku sámediggečoahkkimis Girkonjárggas lei Sámi Parlamentaralaš Ráđđi bahkka 	áššin 	.
Dát ii leat goassege leamaš 	áššin 	Sámedikkis , šálloša Bargiidbellodaga politihkkár Steinar Pedersen .
Nystad lohká iežaset šaddat ovddidit « bissehanášši » sierranas 	áššin 	Sámedikki dievasčoahkkimii , ja dasto viidáset ráđđehussii .
Vuoiŋŋalaš riidu lea maid šaddamin politihkalaš 	áššin 	.
Deháleamos 	áššin 	čoahkkimis šaddá mo nuppástuhttima galgá organiseret maŋŋá 1998 .
Arvid Skjellhaug ( NSR ) ovddidii luonddumeahci ášši ođđa 	áššin 	Sámedikkis .
Son lea ieš Davvi-Siiddas eret ja ovddidii ášši ođđa 	áššin 	Sámedikkis maŋŋebárgga .
Sámi vuoigatvuođalávdegotti árvalus Finnmárkku eana- ja čáhcevuoigatvuođaid birra , šaddá guovddáš 	áššin 	Sámedikki barggus 1999:s .
Mánáid- ja nuoraidbarguge lea guovddáš 	áššin 	Sámedikki barggus , ja lei deattuhuvvon sámediggepresideantta ođđajagesártnis .
Muhto Kristensen deattuha dán lea prinsihpalaš , iige dušše ekonomálaš 	áššin 	.
BÁHKKA ÁŠŠI : Aotearoa politihkas lea maori iešstivren leamaš báhkka 	áššin 	maŋimuš áiggi .
Dat maiddái gáržžida maori kámmára fámu , daningo dát kámmár ii sáhte cealkit juohke áidna ášši leat maori 	áššin 	.
Kárášjoga Bargiidbellodaga gielddastivrra áirras Karl Arne Larsen ii searvan crossbána digaštallamii go oaivvildii leat čielga 	áššin 	ahte bána ásahuvvo Dilljajohkii .
Buot vearrámus orro leamen go Sámi kulturmuitoráđi moaitámuš Finnmárkku fylkagieldda vuostá , ahte fylkagielda lokte iežas bajit dássái sámi guoski áššiin , adno nu ođđa 	áššin 	ja aittofuomášupmin .
Buot vearrámus orru leamen go Sámi kulturmuitoráđi moaitámuš Finnmárkku fylkagieldda vuostá , ahte fylkagielda lokte iežas bajit dássái sámi guoski áššiin , adno nu ođđa 	áššin 	ja aittofuomášupmin .
Veikko Holmberg muitala ahte lea dovddus 	áššin 	sidjiide ahte stuorebušmánáide váilu čáppagirjjálašvuohta .
Sámedikkis , sápmelaččaid álbmotválljen orgánas , galgá leat mearredeaddji váikkuhus 	áššin 	main dan mielas dárbbašuvvo .
Stuorámus 	áššin 	lei Sámi vuoigatvuođalávdegotti árvalusa cealkamuš .
Mun in livčče dan gal várra nu stuora 	áššin 	atnán , muhto dat mii mu mielas dás lea veahá imaš , lea ahte ovdasiiddus dušše lea mu govva mii ii leat merkejun namain .
Min guovllu hálddašeaddjit luhttet beare álkit dákkár 	áššin 	.
Norgga sápmelaččaide leat sámi vierut ja riekteáddejupmi guovddáš 	áššin 	, mo áddet sápmelaččaid saji norgga riektevuogádaga stáhtas muđui .
NSR atná sámi guovlluid riggodagaid roggama politihkalaš 	áššin 	stáhta ja dohkálaš sámi orgána gaskkas .
Su álgaga dihte šaddá Deanu prostitušuvdna 	áššin 	Stuorradikkis dán giđa .
Dalle lea vuosttaš geardde prostitušuvdna gieđahallo sierra 	áššin 	Stuorradikkis .
Justisdepartementta Bjørn Talén fas dadjá ahte jos Finnmárkku bolesmeaštárat atnet prostitušuvnna dehálaš 	áššin 	, de fertejit ieža bidjat resurssaid daid dutkamiidda .
SÁPMI : Sámediggeráđđi ii lean bargan maiddege čiežain áššiin maid sámediggeáirasat ledje ovddidan ođđa 	áššin 	guovvamánu čoahkkimis .
Dasa lassin lei eiseváldiid ja sámi organisašuvnnaid oktavuohta biddjon sierra 	áššin 	.
Arne Skoglund ja su beatnaga Násti ášši lea guoddalanlávdegoddi dohkkehan 	áššin 	Alimusriektái .
– Go Sámi riekteáddejumi ja árbevirolaš geavaheapmi boahtá 	áššin 	fylkadiggái , de áigut mii geahččalit oažžut buoret mearrádusa áššis go maid oaččuimet dán giđa vuoigatvuođa áššis .
– Mii eat ane dán 	áššin 	ja nu eat leat bargan dainna maidege .
Ealáhusa oažžut iešbirgejeaddjin , lea guovddáš 	áššin 	sidjiide .
Organisašuvdnahoavda Gunn-Helene Turi lohká fas bargiidáššiid leat čiegus 	áššin 	Almmolašvuođalága mielde .
Sørensen Graff lohká čabo čielga 	áššin 	ahte Flodgaard galgá beassat joatkit barggus .
Anti lohká maid dehálaš 	áššin 	sihkkarastit mánáide ja nuoraide oadjebas ja buori bajáššaddanbirrasa .
– Sápmelaččaid vuoigatvuođa gáibideapmi šattai ealli 	áššin 	Oslo álbmogii .
Sámedikki presideanta Sven-Roald Nystø ii loga dárbbašlažžan bidjat NRK Sámi Radio earenoamáš dili 	áššin 	dievasčoahkkimii .
Dan sáhttá liikká dahkat sierra 	áššin 	ja oažžut ruđaid ovdal stáda bušeahtta reviderejuvvo .
Fylkkačálli John Erik Pedersen lohká ahte son váldá ášši siskkáldas 	áššin 	, ja ii muital maidege mediai .
– Áiggun váldit ášši ovdan bellodatustibiiguin , soaitá šaddat sierra 	áššin 	čoahkkimis jus lea vejolaš , lohká son .
– Klemetsen ii ane eará go dáža , láttána ja ruoŧŧilačča bealáheapmin sámi 	áššin 	, vástida John Trygve Solbakk ( gurut govažis ) .
Nuoraidpolitihkalaš Lávdegoddi lea ráđđeaddin Finnmárkku Fylkkagildii 	áššin 	main lea guoskevašvuohta nuoraide .
Posišuvdnajoavkkus lea friddja 	áššin 	mat gusket álkoholavuovdimii .
Dál šaddá miellagiddevaš 	áššin 	sámi journalisttaide čuovvut gii šaddá Ođđa Sápmelaš oaivedoaimmaheaddji , mo virgi almmuhuvvo ja mo olmmoš válljejuvvo virgái .
Álttá Leansmánnekántuvrras Kenneth Nilsen gii lea dutkan ášši sáhttá muitlit ášši lea leamaš váidon ja ahte leat sádden ášši áššáskuhtti juristii , geahččandihte maid galgá bargat viidáset 	áššin 	.
Lea buorre go eai leat vuoruhan dán ášši , go mun in oba oainne ge dán 	áššin 	, lohká váldopersovdna Egi Utsi .
Galget go homofiillat bargat báhppan lea oskojearaldat ja persuvnnalaš oskku birra sáhka , ja dan ferte oskobiras ieš váldit bajás 	áššin 	ja gávnnahit maid háliidit .
Dát dáčča bellodagat ballet ahte mu politihkka mii lea NSR politihkka galgá šaddat 	áššin 	Sámedikkis ja ahte mii daid duođaid nagodat čađahit , šuohkeha Janoš .
Gaski lohká dát dehálaš 	áššin 	sápmelaččaide , go lohká dat ii leat ESA gii verroša muhto Norgga eiseváldit .
Sámedikki presideanta Sven-Roald Nystø ii hálit maidege čielgasit lohkat dán áššái , muhto lohká definerengažaldat hirbmat dehálaš 	áššin 	.
Johnsen ii hálit veardidit justa goas 	áššin 	gerget .
Iige dat leat leamaš stivrras ge 	áššin 	, galgá go Ášu maiddái dárogillii .
–200 000 ruvnno golahat juohke mánu go lea iežamet ambulánsabálvalusa , muhto ruhtagáibádus šaddá eará 	áššin 	.
Morašdettin šaddaba eamit ja bárdni guovttá doarrut viidasat 	áššin 	
– Hirpmat ollu návccaid leat šaddan dán áššái geavhait mii álgoálggus lei dušše ruskaášši , muhto ráđđeolbma boastu soaibmama geažil šattai midjiide stuorra 	áššin 	, lohká Dina Maurstad .
Dákkár doaruheami lohká Hansen politiijaid atnit hui duođalaš 	áššin 	.
– Hirbmat ollu návccaid leat šaddan dán áššái geavahit mii álgoálggus lei dušše ruskaášši , muhto ráđđeolbmá boasttu soaibmama geažil šattai midjiide stuorra 	áššin 	, lohká Dina Maurstad .
Sáme-TV vuoruhii syfilisa Deanus deháleamos 	áššin 	.
Muhto de bođii , guhtta minuvtta badjel viđa ja maŋemus 	áššin 	, min parlameantta rahpamis .
Imaštan maid din áviisa doaimmahusa journalisttalaš dáidduid go atnibehtet buolli báhkka 	áššin 	, dakkár ášši mii bolesiid hálddus jo lea leamaš badjel jagi , ja mas oktage ii leat ii gitta váldojuvvon iige áššáskuhttojuvvon .
Álttá // Guovdageainnu eanu dulvadeapmi lea juoga maid NSR liiko gohčodit iežaset 	áššin 	.
Lihkus orro dál čájeheame ahte dát šaddá 	áššin 	NSR:s .
Stuoradiggedieđáhusa nr 27 meannudeami vuolde , mii lea dutkama ja alit oahpu birra Norggas , dajai Stuoradiggi ahte sámi dutkan ja alit oahppu galge biddjot Stuoradikki ovdii sierra 	áššin 	ovdal jahkemolsašumi .
Vuosttaš beaivvi rájes ledje sámi vuoigatvuođat 	áššin 	.
Duopmostuoluid generalráđi Benigni Varela bealušta árvalusa ja son oaivvilda ahte dušše dat buot vearrámus nissonillástanáššit galget šaddat 	áššin 	áššečuoččaldahttineiseváldiide .
Várrepresideanta Ragnhild Nystad gal ii vuos oainne dárbbu bidjat eretfárrema sámi gilážiin gávpogiidda sierran 	áššin 	Sámedikkis .
Lei Ann-Mari Thomassen ( NSR ) gii árvalii dán ođđa 	áššin 	.
Per Jonas Kemi jápmin lea ain 	áššin 	Guovdageainnus .
Dan dihte lea suohtas oaidnit ahte Finnmárkku politihkkárat leat fuobmán ahte sámi vuoigatvuođa-digaštallan šaddá deháleamos 	áššin 	dán jagi Stuoradiggeválga-giččus .
Dál oaidnit mii Snøhvit-gássa bohkama juste dákkár 	áššin 	mas politihkka ja juridihkka ferteba vázzit giehtalagaid .
Dál oaidnit mii Snøhvit-gássa bohkama juste dákkár 	áššin 	mas politihkka ja juridihkka ferteba vázzit giehtalagaid .
Manne dalle ii leat Sámediggi atnán dán ášši dan meare dehálaš 	áššin 	ahte gieđahallá dan iežas politihkalaš arenas ?
Maŋŋel go Mari Boine ávžžuhii Lene Marlina muitalit iežas sápmelažžan de mearridii Marlin gohčodit dan priváhta 	áššin 	.
