[lemma = "oahpaheaddji"][lemma = "gii"]
Boađus: 717

	Administrative texts –
Prošeavtta bargovuohki lea ahte sámi giella- ja pedagogihkkafágaolbmot ja 	oahpaheaddjit geat 	oahpahit álgolohkama sámegillii deaivvadit .
	Oahpaheaddjit geat 	leat mielde prošeavttas leat hui duhtavaččat .
	Oahpaheaddji geas 	lei ovddasvástádus skuvlaohppiin , lea čilgen iežas beali .
Baicce dáhtto veahki oahpahit 	oahpaheaddjiid geat 	sáhtte viidáset oahpahit .
Dál fertejit buohkat smiehttagoahtit ja váldit ovddasvástádusa , sihke váhnemat , suohkanpolitihkkárat ja eará almmolaš olbmot , celket 	oahpaheaddjit geat 	háliidit suohkana ásahit prošeaktajoavkku mii bargá guottuid ja láhttema ektui .
Fertet Karis dan jearrat , lohká Guttorm ja lohká alddiineaset buori ákka manne bisuhit dan 	oahpaheaddji gii 	hálida leat luohkkájođiheaddjin 4. sm:s luohkás gos dál lea .
	Oahpaheaddji gii 	lea rektoris virggi ožžon , lohká leat váivi go dákkár dilli lea čuožžilan .
Sámi Oahppolihttu ohcá 	oahpaheddjiid geat 	šáhtaše doallat giellakurssaid ja duodjekurssaid - dahje juo GPS-kurssaid , skohterdivodankurssaid ja johkafanaskurssaid .
Vuosttažettiin háliidat rámidit daid ohppiid , váhnemiid ja 	oahpaheddjiid geat 	gillejit iežaset astoáiggis bargat juoidá mii ii oba livčče ge leamaš sin ovddasvástádus .
Skuvla mii lea rievdame dárbbaša 	oahpaheddjiid geain 	leat ođđa ja eará dieđut .
Bohtosa oaidnit dál : Maŋežassii leat mii 	oahpaheaddjit geat 	gohčouvvot gealbboheapmen .
REKTOR : Ellen J. Sara Eira rámidii maiddái buot eará 	oahpaheddjiid geat 	leat áŋgiruššan ovddidit sámegiela skuvllain .
Ellen Marit Guttorm lei vuosttaš 	oahpaheaddji gii 	álggii sámegiela oahpahit mánáide .
Logát luohkáin leat dál moadde 	oahpaheaddji geat 	galget oahpahit goappašat luohkáid , ja lea maiddái eambbo ovttasbargu A ja B luohkáid gaskka .
Šaddá duođaid somá čájehit sin bargguid , rámida 	oahpaheaddji gii 	oainnašii dát fálaldat joatkit boahtteáiggis ge , ja velá eará báikki skuvllaide .
Leat oahppit kultuvraskuvllas , válaštallanskuvllas ja 	oahpaheaddjit geat 	leat dán joavkkus .
— Kursaoasseválddit Ráhkas leamaš hui duhtavačča go leat guokte 	oahpaheaddji geat 	gaskaneaska sámásteaba ja hásttuheaba kursaoasseváldiid mielde sámástit .
– Dasa lassin ii leat buot skuvllain álki fáhtet 	oahpaheaddjiid geat 	máhttet oahpahit sámi duoji .
Muhto min skuvllas gal lea leamaš hui lihkku go leat fidnet muhtun 	oahpaheaddji geain 	lea duodjemáhttu .
Dattetge sáhttá muhtun skuvllaide šaddat váttisin fáhtet 	oahpaheaddjiid geain 	ii lea sámi duodjemáhttu .
- Dat heive sihke báhpaide ja earáide geat girkus barget , 	oahpaheddjiide geat 	háliidit viidáset oahpu dás ja muđui buohkaide earáide geat beroštit fáttás , lohká Steinfjell .
Odne lea 1.luohkáin olgoskuvla oktii vahkkui , daid beivviid lea dušše okta 	oahpaheaddji gii 	čuovvu juohke luohká .
Ii ábut dakkár 	oahpaheddjiin gii 	dušše geainnuid alde váccaša dorkkain .
Odne lea 1. luohkáin olgoskuvla oktii vahkkui , daid beivviid lea dušše okta 	oahpaheaddji gii 	čuovvu juohke luohká .
Dušše 1,3_% oahpaheaddjejahkedoaimmas leat dakkár 	oahpaheaddjit geain 	ii leat dohkalaš oahpaheaddjeoahppu .
Lulli-Romssas váilot sámi oahpaheaddjit , ja skuvllaid barggu bokte sáhttit mii oažžut eambbo oahppan 	oahpaheddjiid geat 	leat dán guovllus eret .
Kárášjoga Mánáidskuvlla rektor , Kari Skoglund , muitala ahte konverteren áigi rievddai dan rájes go 	oahpaheaddjit geat 	ledje stáhta bargit , ožžo gieldda bargoaddin .
Dál lohket liige áigi galgá mannat daidda 	oahpaheddjiide geain 	lea hui lossa bargodilli , muitala Skoglund .
Ohppide fertejit sihkkarastot doarvái 	oahpaheaddjit geain 	lea rievttes gelbbolašvuohta .
sámegiel 	oahpaheaddjit geat 	šaddet barggu haga eiseválddiid politihka
Dasa lassin jáhkká rektor skuvlla massit ollu 	oahpaheddjiid geain 	lea alla gelbbolašvuohta iešguđetge fágasurggiin .
- Guovdageaidnu dárbbaša nanu lasiheami nuoraid doaibmabijuin , nanu ovttasbarggu veahkkebálvalusain ja 	oahpaheddjiid geat 	oidnet mánáid geat dárbbašit veahki .
Gielda dárbbáša 100_% fásta virgái sámegielat suodjalusdiššár ( vernepleier ) // ovdaskuvllaoahpaheaddj dahje dábálaš 	oahpaheaddji geas 	lea erenoamáš pedagogihkka .
	Oahpaheaddjit geat 	čađahedje dáruiduhttima , muitalit .
Ovddeš ja dálá 	oahpaheaddjit geat 	ain dorjot dáruiduhttima , skuvlamánát geat eai gillán .
Mii dárbbašit sealgilis , gievrras olbmo geas lea heivehanmunni ja buorre ovttasbargomáhttu , áinnas suodjalandivššár dahje ovdaskuvlaoahpaheaddji // 	oahpaheaddji geas 	lea erenoamášpedagogihkka .
Nepala dárbbaša sihke ođđa skuvllaid ja divvut boares skuvllaid , 	oahpaheddjiid geaiguin 	lea oahpaheaddjioahppu , mánáidgárddiid ja oahppobirrasa gos ii leat veahkaválddálašvuohta .
Jus okta dárogielat mánná galgá oahppat ja duostat geavahit sámegiela , de ferte ovtta sajis álgit , namalassii dainna 	oahpaheaddjiin gii 	dušše sámegiela hállá .
Mii ohcat 	oahpaheddjiid geain 	lea buorre fágalaš ja pedagogalaš gelbbolašvuohta ja geat gulahallet bures nuoraiguin .
Kirsten Marit Olsen gii lea okta Guovdageainnu mánáidskuvlla 	oahpaheddjiin geat 	oahpahit oktiibuot 20 gáiddosoahppi dihtor bokte čilge dihtorprográmma erenoamáš dehálažžan go oahppit geat eai leat sámegielat birrasis , das besset gullát sámegiela .
Skuvla dárbbaša 	oahpaheddjiid geain 	lea gelbbolašvuohta čuovvovaš fágain :
Dás ohccojuvvo 	oahpaheaddji geas 	lea buorre gelbbolašvuohta oahpahit joatkkaskuvllain .
Nu dieđihit vihtta 	oahpaheaddji geat 	barget Kárášjoga skuvllain , Sámi Áigái .
- Guovttegielat luohkain šaddet dál buot čállošat dušše dárogillii vai buot váhnemat áddejit , go sámegielat oahpaheddjiin lea dál seamma mađe áigi go 	oahpaheddjiin geat 	oahpahit dárogielat luohkain .
Stuorra gudni galgá leat dán guovtti 	oahpaheaddjái geat 	fuomašuhtiiga dán vahkkus gosa sámegiella lea mannamin sámeskuvllain , namalasii hevvui ja duššái .
Juohkehaš diehtá ahte 	oahpaheaddjit geat 	oahpahit sámegillii leat álo bázahallon dáža oahpaheaddjiid ektui oahpponeavvuid dáfus , ja dál orro vel heajubut mannamin .
- Mu lusa leat boahtán 	oahpaheaddjit geat 	leat dadjan ahte sii vuollánit .
- Mis leat soames 	oahpaheaddji geat 	leat virgáiduvvon dušše fal jahkkái , nu eat dárbbaš ovttage eretcealkit , muhto mii eat dieđus sáhte sin virgáidit ođđa skuvlajahkái .
Dál lea šiehtadan nu ahte konverterenruđaid leat juogadan olles riikka 	oahpaheddjiide geat 	sáhttet ohcat liigeruđa erenoamán oahpahussii .
Dát mearkkaša ahte dát ressursa ferte fas máhcahuvvot sámi skuvllaide dahje 	oahpaheddjiide geat 	barget sámi mánáiguin , muđui šaddá sámi mánáide baicca Máhttonjeaidin .
Mii ohcat 	oahpaheddjiid geain 	lea buorre fágalaš ja pedagogalaš gelbbolašvuohta ja geat bures gulahallet nuoraiguin .
	Oahpaheddjiide geat 	hálidit formálalaš gelbbolašvuođa oahpahit ruoššagiela vuođđo- ja joatkkaskuvllas .
Oba Finnmárkkus leat dál 2,7% 	oahpaheaddjiin geain 	ii leat dohkkálaš oahppu , diibmá seamma áigge lei dát lohkku 1,5% .
Otná skuvllas gávdnojit boares , váiban ja konservatiiva 	oahpaheaddjit geain 	eai leat ođđa oahpahanvuogit .
Mii ohcat 	oahpaheaddjiid geain 	lea buorre fágalaš ja pedagogalaš gelbbolašvuohta , ja ahte bures nákcejit nuoraiguin gulahallat .
Vuoi mánnariebut , geain eai leat 	oahpaheaddjit geat 	hállet gielaset .
Ja sin gaskkas geat dahke dehálaš barggu sámegiela álgooahpu álggaheamis , ledje golbma 	oahpaheaddji geat 	ieža eai lean sámit : Inez Boon , Sverre Hatle ja Trygve Madsen .
Sámi skuvlenáššiid oktasašorgána Suomas ballá ahte skuvllat masset sámegielat 	oahpaheddjiid geain 	ii leat formálalaš gelbbolašvuohta , geasseluomus go leat bálkkáhuvvon mearreáigái ja dáhttu sin máksit jahkebálkká .
- Lea dehálaš ahte gielddat eai manat čeahpes 	oahpaheddjiid geain 	ii leat formálalaš oahppu ja Sámedikki ávžžuha gielddaid máksit dáid oahpaheddjiide maid geasseluomoáigge bálkká amas eai manat dáid olbmuid eará bargguide , lohká Sámi skuvlenáššiid oktasašorgána skuvlenčálli , Ulla Aikio-Puoskari .
Sámi skuvlenáššiid oktasašorgána Suomas ballá ahte skuvllat masset sámegielat 	oahpaheaddjiid geain 	ii leat formálaš gelbbolašvuohta , geasseluomus go leat bálkáhuvvon mearreáigái ja dahtu sin máksit jahkebálkká .
- Lea dehálaš ahte gielddat eai manat čeahpes 	oahpaheaddjiid geain 	ii leat formálalaš oahppu ja Sámedikki ávžžuha gielddaid máksit dáid oahpaheaddjiide maid geasseluomoáigge bálkká amas eai manat dáid olbmuid eará bargguide , lohká Sámi skuvlenáššiid oktasašorgánana skuvlenčálli , Ulla Aikio-Puoskari .
- Muittán ovtta 	oahpaheaddji gean 	namma lei Eivind Tønnesen , ja gii lei suovvan ohppiid č állit moadde sámegiel sáni , muitala Trygve .
Gaski maid rámida 	oahpaheddjiid geat 	leat garrasit čalmmustahttán olles Norgii dán váttis dili mii dál lea skuvllain Sámis go eai gávdno oahppogirjjit , muhto seammás Gaski muittuha :
Sámi oahpponeavvobuvttadeami ferte nannet Sámediggeráđđi lea movttet dainna maid rukses-ruoná ráđđehus lea bargan go dál bissu sámi gielddain konverterenruhta daidda 	oahpaheddjiide geat 	buvttadit dárbbašlaš sámi oahpponeavvuid bargoáiggis .
Gelbbolašvuođa loktema vai min skuvllas leat buorit ja čeahpes 	oahpaheaddjit geat 	luohttevašvuođa ja ovddasvástádusa bokte dagahit buriid bohtosiid .
Dát dilli dagaha ahte mii oahppit báhcit fágalaččat , ja oahppit geat dárbbašit sierra oahpu , eai oaččo dan go sidjiide ii leat 	oahpaheaddji gii 	manašii sin jovkui .
Dáinna oaivvildan ahte galget 	oahpaheaddjit geat 	máhttet sámegillii sihke oahpahit , ja geat leat fágalaččat nannosat .
	Science texts –
	Oahpaheaddjit geat 	servet akšuvdnadutkamii , fuobmájit ahte das čuovvu nuppástuhttin mii njuolgga čuohcá ja buorida sin eavttuid .
	oahpaheddjiide geat 	barget skuvllas , lea bargonoađđin ja heahtin dat , go sámeskuvla sisdoallu stivrejuvvo nationála kursaplánain ja go soames váhnen maid atná kommunála skuvlla mihttomeriid deháleabbon go sámeskuvlla áigumušaid .
Ovdalis namuhin , 	oahpaheaddji gii 	muitala iežas roahkasmuvvan mo sus lea badjánan duostilvuohta ja iešluohttámuš akšuvdnadutkama bokte .
Dan njealji skuvllas , maid lean galledan Suomas , leat olu 	oahpaheaddjit geat 	eai ollenge hálddaš sámegiela , vaikko sii oahpahit sámegielat ohppiid .
Dás lea miellagiddevaš dat ahte dát golbma oahpaheaddji , nugo eatnasat buot 24 jearahallon 	oahpaheaddjis geat 	serve váldoprošektii , eai iežaset jearahallamiin báljo jearahan ahte lahkonago ávnnasdidaktihkka sámegiela čállima rivttes vuogi mielde dahje addágo olles skuvlavuogádat doarvái saji čállon sámegillii ( omd. leatgo sámegielat sátnelisttut ja čilgehusat vierisgielat girjjiin ) dahje leago oahpaheaddji ieš oadjebas iežas giella ja čállinmáhtuin .
bagadusaid 	oahpaheaddjiide geat 	barge mearragátteguovlluin .
Lassin leat oahpahus , mediat ja 	oahpaheaddjit geat 	


[lemma = "oahpaheaddji"][lemma = ","][lemma = "gii"]
Boađus: 104

    « ‹ 1 › » 

goto_page of 1
Cealkkačájeheapmi
	Administrative texts –
Dan dihtii galget 	oahpaheaddjit , geat 	oahpahit sámi hálddašanguovllu skuvllain , leat gelbbolaččat oahpahit dárogiela sámemánáide .
Sivvan lea earret_eará go skuvllain váilot sámegielat fágaoahpaheaddjit dahje 	oahpaheaddjit , geat 	leat gelbbolaččat oahpahit sámegillii iešguđetge fágain , vaikko ohppiin lea vuoigatvuohta oažžut oahpahusa sámegielas .
Sámi_allaskuvla galgá oahpahit 	oahpaheddjiid , geat 	leat gelbbolaččat oahpahit sihke sámi ja dáru vuođđoskuvllain .
	Oahpaheddjiide , geat 	oahpahit sámegiela ja sámegillii , lea dehálaš gávdnat heivvolaš čáppagirjjálašvuođa mat sáhttet leat veahkkin , geavahit ohcangirjjiid ja gávdnat lassečáppágirjjálašvuođa ohppiide .
Skuvlaoamasteaddjit ja skuvllaid jođiheaddjit berrejit ávžžuhit 	oahpaheddjiid , geain 	lea gáiddusoahpaheamis ovddasvástádus , háhkat alcceseaset gealboovddideami mas pedagogalaš IKT geavaheapmi lea guovddážis .
Skuvlaoamasteaddjit ja skuvllaid jođiheaddjit berrejit ávžžuhit 	oahpaheddjiid , geain 	lea gáiddusoahpaheamis ovddasvástádus , háhkat alcceseaset gealboovddideami mas pedagogalaš IKT geavaheapmi lea guovddážis .
Skuvlaoamasteaddjit ja skuvllaid jođiheaddjit berrejit ávžžuhit 	oahpaheddjiid , geain 	lea gáiddusoahpaheamis ovddasvástádus , háhkat alcceseaset gealboovddideami mas pedagogalaš IKT geavaheapmi lea guovddážis .
Skuvlaoamasteaddjit ja skuvllaid jođiheaddjit berrejit ávžžuhit 	oahpaheddjiid , geain 	lea gáiddusoahpaheamis ovddasvástádus , háhkat alcceseaset gealboovddideami mas pedagogalaš IKT geavaheapmi lea guovddážis .
Eará áššit čoahkkimis : 1 ) Ministarat ja presideanttat váldet oktavuođa Davviriikkaid ráđiin ja Davviriikkaid ministtarráđiin čoavdit Sámi_parlamentáralaš_ráđi ekonomalaš resursadárbbu , 2 ) hálddahuslaš dásis jotkojuvvo bargu alit sámi dáiddaoahpu áššiin , 3 ) sámedikkiid ja ráđđehusaid hálddahuslaš ovttasbarggu - Davviriikkaid ámmátolbmoorgána sámeáššiin - njuolggadusat dohkkehuvvojedje 4 ) vejolašvuohta oažžut oktasaš davviriikkalaš čovdosa sámegiela geavaheamis dihtorastinteknologiijas , ja 5 ) gávnnahuvvui ahte 	oahpaheaddjit , geain 	lea oahppu Sámi_allaskuvllas , Guovdageainnus , leat dohkkálaččat bargat maiddái Suomas ja Ruoŧas .
Šiehtadussii gullet earret_eará resurssat daidda 	oahpaheddjiide , geain 	lea lossa bargodilli .
Oaivvilda go ráđđi ahte 	oahpaheaddjit , geat 	ohcet studeret sámegiela dahje searvat sámegiela kurssa , galget oažžut virgeluomu bálkkáin čuovvut dahje searvat dasa Sámelága giellanjuolggadusa § 3-7 vuođul ?
Giellanjuolggadus guoská 	oahpaheddjiide , geat 	barget gieldda dahje stáhta skuvllain , gea § 3-7 .
Jus sámi 	oahpaheaddjit , geat 	juo leat garra bargodilis váilevaš fágaolbmuid geažil , galget organiseret giellačeahpi skuvlii , de dát sáhttá gáibidit návccaid oahpaheaddjis láhčit dili ja áimmahuššat giellačeahpi , árvvusatnin dihte ja láhčin dihte buori bargodili sidjiide geat eai soaitte leamaš skuvllas guhkes áigái .
Oktasaašbargoorgána mearridii addit sámiid ruovttuguovllu gielddaide ávžžuhusa , man mielde sámegiela ja sámegielat oahpahusa mearreáigásaš oahpaheaddjiide ja 	oahpaheaddjiide , geain 	ii leat formálalaš oahpaheaigelbbolašvuohta , máksojuvvošii bálká maiddái geassemánotbajiin .
Sámegiel oahpaheddjiid fidnen lea stuora hástalus , earenoamáš váttis lea gávdnat vuosttašgielat 	oahpaheddjiid , geain 	sámegiella berre leat eatnigiellan .
	Aššu –
Dat lea danin_go leat ožžon ollesoahppan 	oahpaheddjiid , geain 	leat eanet bálká .
Muhtin skuvllas lei nuorra 	oahpaheaddji , gii 	ii gierdan oaidnit ahte oahppit eai leat olgun stoahkame friddjagoartilis , ja go oahppit eai bargan diimmuin .
Muhtun 	oahpaheaddji , gii 	lei hui muittoheapmi , dadjá muhtin beaivvi iežas ohppiide : – Odne mii galgat geahččat makkárat ovtta rihcciha siskkožat leat .
	Avvir –
	Oahpaheaddjit , geaiguin 	Ávvir lea háleštan Kárášjoga mánáid- ja nuoraidskuvllas , eai leat nu movtta dasa go oaivvildit eanet dárbbu ođđa sámegiel girjjiide , skuvlla gievkkana divvut ja hilduid oastit ođđa skuvlii .
	Oahpaheaddjit , geaid 	gohččot Moskái , ožžot logi proseanta bálkálasáhusa buhtadussan .
– Háliidan leat mielde ovddideamen giela , dadjá Soađegili gielddas sámegiel 	oahpaheaddji , gean 	lahka váimmu álo leamaš sámi árvvut .
Peder muitala ahte su skuvllas lea okta sápmelaš 	oahpaheaddji , gii 	maiddái lea sutnje addán ollu inspirašuvnna .
Vuosttažettiin galggašii Sámi lohkanguovddáš boahtit ávkin skuvlamánáide ja sin 	oahpaheddjiide , geat 	galget oažžut neavvaga movt buoremusat oahpahit mánáide giela ja lohkama vuođđoskuvllas .
GAZZA DÁRKUN : Helmi Länsman neaktá dološ 	oahpaheaddji , gii 	skuvlla 1958 jagi dearvvašvuođa njuolggadusaid vuođul dárkkista ahte gaccat leat buhtás amas njoammudit dávddaid .
Njeallje 	oahpaheaddji , geat 	ieža maiddái leat dáiddárat , ledje ožžon ovddasvástádusa jođihit joavkkuset .
Máŋggas leat muitalan ahte 	oahpaheaddjit , geat 	ieža ledje sámegielagat , leat ráŋggáštan ohppiid dan_dihte go sámástedje skuvllas .
	Oahpaheaddjit , geaid 	gohččot Moskái , ožžot logi proseanta bálkálasáhusa buhtadussan .
Mánát čohkkájit guovdu láhtti rieggás ja jorbačalmmiid čuvvot mielde go 	oahpaheaddji , gii 	lea riebana hámis , máinnasta .
Ulbmilin lea oahpásmuvvat sihke ohppiide , skuvlii ja 	oahpaheaddjái , gii 	seammás vákšu mánáid giela dási .
Bihtás deaivvadit sadjásaš 	oahpaheddjiin , gii 	ovtta skuvladiimmus beassá máilmmiráđđejeaddjin ja dan fámu son duođai geavaha .
Dat maid Eira ii diehtán ráhkkananbotta , lei ahte son ii oba beasage čađahit eksámena , dan_dihte go 	oahpaheaddji , gii 	sus lei galgat sensoran , lea bargoheaitagis .
Dát vuhtto čielgasit dain máŋggain gatnjaliin maid čirro go 	oahpaheaddji , gii 	máhttá sámegiela , guđii sin .
Per Aslak A. Logje iežas dološ 	oahpaheddjiiguin , geat 	čevllohallaba skeaŋkkaiguin .
Leavnnjas lea nággen árgabeaivválaš dilli sámemánáid váhnemiidda ja 	oahpaheddjiide , geat 	galget gozihit ahte mánát ožžot skuvllas dan sámegieloahpahusa masa lea riekti .
Livččii buorre jus 	oahpaheaddjit , geat 	dihtet iežaset ohppiin leat dáiddalaš návccat , ávžžuhit sin ohcat dán prošektii , dadjá Anna Näkkäläjärvi-Länsman ja lasiha ahte lea suopmelaš teáhtera jođiheaddji Tero Sarkkinen gii lea hutkan dan , ja son dat lea váldoordnejeaddji .
	Oahpaheddjiide , geat 	barget guovlluin gos skuvllat olahit heajos bohtosiid , čuhcet dákkár negatiiva mediaáššit skuvllaid birra garraseappot .
Earet_eará lei Hánsa 1960 rájes okta golmma 	oahpaheaddjis , geat 	ledje mielde ovddideames joatkkaoahpahusa Sámi_joatkkaskuvllas Guovdageainnus .
	Oahpaheaddji , gii 	ovcci jagi barggai Guovdageainnu joatkkaskuvllas , lea dál ges ruovttubáikki joatkkaskuvlla oahpaheaddji .
Joatkkaskuvlla oahppit ja 	oahpaheaddjit , geat 	leat bargagoahtán čájáhusain , leat bures jođus rahpamii .
	Non-fiction texts –
Lávdegoddi oaidná dárbbu dasa ahte eará oahpaheaddjeoahppoásahusaid studeanttat ja 	oahpaheaddjit , geat 	hálidit váldit joatkkaoahpu , maiddái ožžot dákkár kursafálaldagaid , gáiddusoahpahusa bokte namuhuvon allaskuvllaid olis davvisámegielat guovllus ja dán guovtti allaskuvllas main lea oahpaheaddjeoahppu julev- ja lullisámegillii .
Oktasaš dilli lea ahte váilot sámegielas 	oahpaheaddjit , geain 	lea gelbbolašvuohta gaskkustit sámi kultuvrra ja geain lea máhttu sámi servodatdiliid birra .
	Oahpaheddjiin , geat 	bohtet Sámi_allaskuvllas , ii leat ovttatmano gelbbolašvuohta oahpahit joatkkaskuvllas .
Mašiidna sáhttá šaddat primára vejolašvuohtan dan sadjái go 	oahpaheaddji , gii 	lea das gos oahppit leat .
mus jus buot 	oahpaheaddjit , geain 	lea ovddas
Mus lei hui fiinna 	oahpaheaddji , gii 	áddii mu
Máŋggas leat muitalan ahte 	oahpaheaddjit , geat 	ieš ledje sámegielat , leat ráŋggastan ohppiid dan_dihte go sámástedje skuvllas .
Dát vuhtto čielgasit dain máŋggain gatnjaliin maid čirro go 	oahpaheaddji , gii 	máhttá sámegiela guđii sin .
Dán duođaštit muhtin sámegielat 	oahpaheaddjit , geat 	muitalit ahte sin gohččo dušše geavahit dárogiela , ee. Edel Hætta Eriksen , oahpaheaddjin Guovdageainnus 1940 rájes ( SSH1 ) ja Ellen Turi Guttormsen , oahpaheaddjin Mázes 1959 rájes .
	Oahpaheaddjit , geat 	dan áigge vulge Finnmárkui , ožžo fárrengoluid máksot .
Golggotmánu mielde de lei riđđu ja guoldu ja buolaštii , ja mun fuomášin johtilit manin 	oahpaheaddji , geas 	lei eamit ja njuoratmánná , láve ihkku lihkkat dola bidjat uvdnii .
Earetgo 	oahpaheaddjit , geat 	álggos ledje dušše guovttis ain hávil , ledje buohkat geat orro Sirpmás dan áigge sámegielagat .
Danin šattai álkit midjiide gulahallat álgoskuvlajagiid , ja go maŋŋá oaččuimet eará 	oahpaheddjiid , geat 	eai máhttán sámegiela , de leimmet juo eanet áddegoahtán dárogiela .
Sivvan dasa lei ahte dárogiel 	oahpaheaddji , gii 	lei riegádeamis dárrolaš , lei oahpahan dušše dárogillii , ja lei leamaš čeahpes oahpaheaddji gii lei bargan buori barggu .
Dan áigge galge 	oahpaheaddjit , geain 	lei dábálaš oahpaheaddjioahppu ja geat válde lassioahpu , ohcat skuvlastivrras oažžut adjunktagelbbolašvuođa dohkkehuvvot .
Sámegieloahpaheaddjiin berrii lean sihke oahpaheaddjioahppu ja sámegiella fágan , muhto dávjá fertejedje geavahit 	oahpaheddjiid , geain 	lei váilevaš oahppu .
Álggu rájes lea juo leamaš váttis gávdnat 	oahpaheddjiid , geain 	lea sihke alit oahppu eanandoalus ja pedagogihkas , ja geat bures dovdet boazodoalu .
Stuorra artihkkalis , mas son ee. čilge váttisvuođaid maid sámi mánát šaddet vásihit skuvllas go galget geahččalit gulahallat dakkár 	oahpaheddjiin , gean 	giela eai máhte , son sivahallá Rønbecka vuostálastit sámi beroštumiid ja son fuomášahttá mo Rønbeck vuortnuha bellodaga olis .
Foanda dahjege ruhtarájus galggai geavahuvvot veahkkin fidnet eanet oahpahuvvon 	oahpaheaddjiid , geat 	maid máhtte oahpahit dárogiela oahppiide .
– Váilevaš skuvlavázzima , dáruiduhttinpolitihka ja heajos skuvlaávdnasiid lassin , ledje máŋga gealbbohis 	oahpaheaddji , geain 	ii lean doarvái máhttu , ii fáttáid birra maid galge oahpahit , iige álbmoga birra geaid gaskkas galge bargat .
Danin mii dárbbašeimmet čilgehusa ollu áššiide mat girjjiin ledje , muhto 	oahpaheaddjit , geat 	bohte guovlluin gos dákkár diŋggat ledje dábálaččat , eai dávjá ipmirdan ahte mii leimmet dárbbašit čilgehusa .
	Oahpaheaddjit , geat 	ovdal ledje maid luhkkárat // girkolávlut , gulle báikkálaš servodaga alit sehtui .
1875 rájes 1884 rádjái lei Ákŋoluovtta suohkanis vel nubbi ge sámi 	oahpaheaddji , geas 	lei eksámen Álttá oahpaheaddjiskuvllas , Ole M. Thomassen , Ivgus eret .
	Oahpaheaddji , gii 	galggai lohkat sámegiela , lei ožžon olles virggi eará fágaide , ja go skuvla čakčat álggii , ii oktage riekta diehtán maid dainna sámegieloahpahusain galggai dahkat .
	Oahpaheaddji , gii 	lea nissonolmmoš , ii máhte sámegiela , dađi mielde go dieđán .
Biire 	oahpaheaddji , gii 	lea nissonolmmoš , lea náitalan sápmelaččain , hupmá vissa sámegiela ruovttus , ja sáhttá dieđusge maiddái geavahit dan veahkkegiellan skuvllas .
Dát vuhtto čielgasit dain máŋggain gatnjaliin maid čirro go 	oahpaheaddji , gii 	máhtii sámegiela , guđii sin .
Direkšuvdna doalahii ahte 	oahpaheddjiin , geat 	galge giellaseaguhusguovlluin bargat , fertii leat máhttu dain amas gielain , sámegiela dahje suomagiela .
14 evttohasa ledje 	oahpaheaddjit , geat 	sohpe nasisttaid fágastivra-ideaide .
Ovdamearkkat muitalit maiddái ahte 	oahpaheaddjit , geaid 	lihcco virggiin rihkkosiid geažil , ožžo dievas buhtadusa go dieđihedje iežaset NS-miellahttun .
Son bivdá NS-servviin veahki gávdnat NLS báikkálaš servviide jođiheddjiid : « Buoremus livččii jus gávdno NS-oahpaheaddji , muhto go dat váilu , de sáhttá álggos álgit miehtemielalaš 	oahpaheddjiiguin , geat 	eai leat dovddahan eahpedáhtolašvuođa dan ođđasii eaige leat ovddastan makkárge opposišuvnna .
Namuhuvvon 	oahpaheaddji , gii 	lea bargan Vieksegiettis ja Čohkkugiettis , lea min dieđuid mielde guhkit áigge badjel váldán vuostá ja viiddáseappot gaskkustan lobihis propagandačállosiid .
Máŋggat 	oahpaheaddjit , geain 	sivahalle leamaš eahpenašunála miellaguottuid , sáddejedje bealuštusčállosa Skuvladirektevrii ja čilgejedje manne sii leat válljen dahkat nu movt dahke .
Muhtumin dat lei 	oahpaheaddji , geas 	sáhtiimet jearrat veahki , muhtumin muhtin eará , geas ii ábuhan jearrat .
Son lei mu mielas čeahpes 	oahpaheaddji , gii 	gáibidii ahte mii galggaimet oahppat , ja nu earenoamážit oahppit geat ledje skuvlačeahpit , ohppe hui ollu sus .
Studeanttain lei sámegielat 	oahpaheaddji , gii 	sáhtii čuovvut mielde maid studeanttat digaštallet .
Jearaldahkan mus bázii manne 	oahpaheaddjit , geat 	galget leat oahppavaš olbmot , doivot dan ?
Hui čalbmáičuohcci lei maid ahte dakkár 	oahpaheaddji , geas 	ledje ovdagáttut sápmelaččaide , lei gievra báidnit ohppiid iežas gáttuiguin .
1819:s sáddii Čáhcesullo-báhppa dohko sámi 	oahpaheaddji , gii 	galggai oahpahit risttalašvuođa .
Ođđa seminaristat buhttástahtte boarráset 	oahpaheddjiid , geain 	ii lean formálalaš oahppu , muhto geain dábálaččat ledje ruohttasat báikkálaš servodagas .
	Oahpaheaddjit , geain 	lea eará kultuvrralaš duogáš go ohppiin , sáhttet dávjá meaddit , ovdamearkka dihtii jearrat ohppiin gažaldagaid mat sin kultuvrras eai leat vuohkkasat .
Sámi 	oahpaheaddjit , geat 	ieža leat bajásšaddan sámegielain , kultuvrrain ja dorvvolaš identitehtain , leat buoremus eavttut doalvut dáid viiddáseppot ohppiide .
Muhtin sámi 	oahpaheaddji , gii 	ieš lea searvan oahpponeavvoovdánahttinbargui , govvida sámi oahpponeavvuid « 4H:an » : Hoahpus , Hálbi , Hámeheapme ja Headju .
	Min Aigi –
• sámegielat 	oahpaheaddjiide , geat 	váldet lasi sámegiel oahpu uhcemus jahkebeali .
