Veadjá leat nu , ahte olles ásahusas galgá vuhttot sámiid diliid 	adden 	ja gudnejahttin . ¶
Eai sii 	adden 	sámi guovlluin leat earálágan hástalusat go Norggas muđui . ¶
Muhto 	adden 	bures boazodoalliid oainnuid áššái , dadjá Somby . ¶
- Dat čájeha movt Hansen hállá guovttesuorat njuokčamiin , muhto 	adden 	ahte ášši sáhttá leat váttis eiseválddiide , go earráneapmi ii leat dábálaš boazodoalus . ¶
- Áddja dorggidii nu sakka go lei ollen gáddái ahte mun in 	adden 	maid son logai . ¶
Muhto eiseválddit eai leat 	adden 	mearrasámiid eallinvuogi , ja lágaid mielde sii leat mis rivven vuoigatvuođaid . ¶
Sii eai 	adden 	, ahte lei váralaš , ja mis lei hirbmat rahčamuš hehttet olbmuid boahtemis lahka mášiinna nu , ahte eai gártta sorbmái , muittaša Heidi Bulljo . ¶
Kosmo guhte loahpaha presideantta ámmaha beasai gullat luođi festivála oktavuođas , ja son lei duhtavaš váikko vel ii 	adden 	sis-doalus . ¶
» , dego livččii 	adden 	 ¶
Giđđat son gallestalai suohkana , ja doaivvui gieldda 	adden 	ahte ferte eambbo várrugas addimis sierralobiid vuodjit meahcis . ¶
» , dego livččii 	adden 	 ¶
NÁKKÁSTEIGGA : Go NSR ii čilge maid doaba « sámi iešmearrideapmi » sisttisdoallá , de 	adden 	bures jus muhtimat ballet NSR áigut ásahit sierra sámi stáhta , lohká Marianne . ¶
Danin 	adden 	bures go Álttá sátnejođiheaddji ja earát imaštit mii NSR višuvdna duođaid lea boahtteáiggis . ¶
- Jáhkán mun liikon daidda , go 	adden 	das veaháš . ¶
Ieš gohčodan iežan servodatekonoman , danne go 	adden 	man láhkái ekonomiija geavahit politihkas , čilgesta son . ¶
- 	Adden 	bures manne Gunn Britt Retter hálidivččii Finnmárkoopmodaga ja stáhtalaš bargosajiid Unjárgii . ¶
Ja 	adden 	muhtun muddui , vástida Sosialisttalaš Gurutbellodaga riikkastivralahttu Gro-Merete Siri . ¶
- Máilmmi eamiálbmogiid jođiheaddji lea 	adden 	dan maid Bargiidbellodaga ( Bb ) sámepolitihkkárat eai leat adden . ¶
- Máilmmi eamiálbmogiid jođiheaddji lea adden dan maid Bargiidbellodaga ( Bb ) sámepolitihkkárat eai leat 	adden 	. ¶
Dattetge 	adden 	mun ahte lea váttis oažžut buot jienaid Mátta-Norggas čohkkejuvvot ja lohkkot . ¶
- Dan lean dadjan semináras , muhto 	adden 	ahte doppe vásáhusaid ii sáhte buohtastahttit Norgga beale boazodoaluin , go doppe lea eará lágan boazodoallu ja eará lágan eatnamat . ¶
- Ovdaolmmoš ii leat vissa 	adden 	Bargiidbellodaga cealkámuša , lohká SLF:as muhtin dovddus lahttu Sámi Áigái . ¶
Stuorradikkis gos mearridit , soitet leat olbmot geat eai leat 	adden 	sámemánáid dárbbuid , go eai dieđe dán ášši birra , lohká son . ¶
Easkka dalle buollái sáhkkiivuohta dan imašlaš gávdnosis go ii oktage mis 	adden 	mii lei čállon gilkorii , muitala Fridtjof . ¶
Muhto mun 	adden 	, ahte duoji eai nu álkket oahpahallagoađe , máŋgasat navdet , ahte sii eai máhte duddjot . ¶
Ráđđehusat galget sihkkarastit ahte álgo- ja čeardaálbmogat leat ollásit 	adden 	ovttasráđiid plánejuvvon ovddidandoaibmabijuid , mat váikkuhit sin eallinvuohkái , sosiálalaš ja ekonomalaš vuogádahkii , dietnasiidda ja bargodilálašvuođaide ja - vejolašvuođaide . ¶
Trosten ii loga iežas ge 	adden 	geaid Goahtegearret ovddasta vaikke sus lea stuorra beroštupmi meahcástan áššiin . ¶
- Muhto mun lean čađa gaskka 	adden 	ahte åremål mearrádus ii guoskka munnje , lohká Rørholt . ¶
Álbmogiidgaskasašvuođa mearkkašumi 	adden 	sámedutkit ja eará sámeaktivisttat leat oaidnigoahtán iežaset oassin universála ollisvuođas , oassin máilmmiviidosaš álgoálbmotservodagas . ¶
- In sáhte dadjat ahte sii verrošit , muhto 	adden 	go gažaldat čuoččila go ná unnán ohcamušat dohkkehuvvojit , lohká Finnmárkku Fylkkamánni VG aviisii . ¶
Mun 	adden 	ahte sutnje livččii leamaš somá ahte su váldofágabargu duohtan dahkkošii , lohká Trygve . ¶
Čáhceviežžama geavaha Porsanger govvádussan ja doahpagin , go čilge mo sámit ieža áddejedje oskkuset ja mo amas olbmot eai várra 	adden 	. ¶
Son lohká 	adden 	Sara dainna lágiin ahte mediat dat leat botnjan su sániid . ¶
Ieš Bjarne Store Jacobsen cealká mediaide ahte son lei boastut 	adden 	Finnmárkkuopmodaga stivrramearrádusa ja son jierpmai maŋŋá go Olli lei čilgen ášši . ¶
Soaitá baicce leat juoga maid son ii leat 	adden 	Finnmárkkuopmodaga stivrejumis ja guđeláhkai stivra áigu jođihit Finnmárkkuopmodaga . ¶
	Adden 	bures ahte muhtumat jurddašit priváhta čovdosiid , muhto de fertejit dustet daid váikkuhusaid . ¶
Bargiidbellodaga Per Edvard Vars ii 	adden 	šat maid eanetlohku oba oaivvilda ge áššis . ¶
- Mun in vel dalle 	adden 	, ahte nie olbmot suodjaledje iežaset bivdosajiid ja - áiggiid . ¶
- Dan áinnas 	adden 	, go sii han maid orrot geainnohis báikkiin dálvet ja šaddet geavahit bensiidnafievrruid ealáhussii , seamma go mun ge . ¶
- Muhto álo go Sámedikkis lea leamaš čoahkkin dán ášši birra de ii leat sidjiide heiven , nu lean mun 	adden 	, lohká Tretnes . ¶
Danne lean 	adden 	dainna lágiin ahte politihkkarat eai leat geatnegahttán hoahpuhit dán ášši , čilge Helander . ¶
De mun dan vuođul 	adden 	ahte Arktisa liegganeapmi čuohcá man nu láhkai lundui . ¶
Jorgaleaddji Nils Ole Gaup lohk á Torkel Rasmussen ii leat 	adden 	su giela go lea árvvoštallan girjji « Liegganeamin Árktisa Čuozahusat » jorgalusa . ¶
Lihkku lei ahte Fersullolaččat eai 	adden 	sámegiela , ja nu dieđusge eai gullan mas lea sáhka . ¶
Sámi Grand Prix lea , jus leaččan riekta 	adden 	, ovttasbargu gaskal lágideddjiid ja NRK Sámi Radio , ja go ná nana lágideaddjit leat , de vuorddán ain juo mun buori dási , lágideamis ja sáddagis . ¶
Son liikká mieđiha ahte Ahmasalo čilgii mii lei geavvan , muhto son ii dan goassege 	adden 	proteastan , muhto dábálaš čilgemin . ¶
Muhto ollogat eai dáidán 	adden 	mas lei sáhka . ¶
	Adden 	maid ahte iešguđetlágan čearddalaš joavkkuin lea dárbu ovddidit iežaset kultuvrra , giela ja historjjá . ¶
	Adden 	lea ollu čeavláivuohta sámeálbmogis iežaset kultuvrra ja giela dáfus , nu mo eará joavkkuinge . ¶
In dieđusge oaivvil ahte lea dohkkehahtti dahku , muhto lea dehálaš 	adden 	dihtii gos ja mo dakkár oainnut šaddet , joatká Rávdná . ¶
- Mun in 	adden 	manin Sámediggi lea hábmen njuolggadusaid nu gáržžidit ahte prošeavttat mat ovddidit sámegiela gahččet olggobeallái , lohká Gaski . ¶
- Mun in 	adden 	manin Sámediggi lea hábmen njuolggadusaid nu gáržžidit ahte prošeavttat mat ovddidit sámegiela gahččet olggobeallái . ¶
Vaikke jurddašit sii leat dan ipmirdan , de liikká eai leat goassege 	adden 	dan perspektiivva mas lea sáhka . ¶
	Adden 	olbmuid váidalusaid go gáivot eai gurrejuvvo , joatká son . ¶
- Mun 	adden 	olbmuid moaitámušaid . ¶
Mun 	adden 	bures go reakšuvnnat leat boahtán , go ná ollusat leat gahččan eret . ¶
- Muhto dat lea historjá , muhto 	adden 	ahte Ollii lea bahča go Statskog ja Bargiidbellodat leaba leamaš jumežat . ¶
- Muhto dat lea historjá , muhto 	adden 	ahte Ollii lea bahča go Statskog ja Bargiidbellodat leaba leamaš jumežat . ¶
IEŽAS DULKA : Maja Lisa Kappfjell šattai ieš dulkot dárogillii go dulkkat eai 	adden 	lullisámegiela . ¶
Bargiidbellodaga sámediggeáirasa Maja-Lise Kappfjell a mielas lea Sámediggi unnán beroštan lullisámegielas , go ii beassan ovddidit áššiid iežas suopmanii go Sámedikki dulkkat eai 	adden 	sáni ge . ¶
Kappfjell doalai juo distaga iežas sáhkavuoru lullisámegillii , muhto čoahkkinjođihangoddi gohčui su jorgalit sártnis dárogillii go dulkkat eai lean 	adden 	maid lei lohkan . ¶
- Mun 	adden 	bures olbmuid , go sii leat massán luohttámuša nu guhkká go eiseválddiid almmolaš boraspirelogut eai dávis loguin , maid olbmot sihke vásihit ja oidnet , lohká son . ¶
In 	adden 	mas lei sáhka ¶
- Mun gal lean 	adden 	dán fálaldaga boastut . ¶
- Sámi radio lea ja leamaš hui dehálaš munnje go dá lea áidna giella maid 	adden 	bures . ¶
- 	Adden 	bures váidalusa . ¶
Johansen muitala ahte dalle go almmuhedje bivdoguovlluid vuorbádeapmái , ledje rájit rievdaduvvon dan láhkai go kárttas leat dál : - Dalle fertejit bivdit 	adden 	ja diehtán rájiid ja de ii sáhte šat dáid rievdadišgoahtit , lohká son . ¶
Son ii jáhke Sámedikki fágaolbmuid 	adden 	man birra dás lea sáhka , go dákkár láivves áššemeannudeami leat dahkan . ¶
	Adden 	gal ahte Kárášjoga gielda vuoruha báikkiolbmuid sierralobiid vai besset luondduriggodagaid viežžat . ¶
Stuora divttas man gohčodit ” Et rimbrev ” dahje ” Riibmareive ” leat guokte linjá maid dávjá lávejit sihteret , ja mii soittii lean eallinprográmma ( almmuhuvvon ođastuvvon hámis su čohkkejuvvon čállosiin , Gyldendal 1952 ) , das daddjo ná , jorgaluvvon sámegillii : ” Ale gáibit , ustit , ahte mun ákto árvádusa 	adden 	, mun eanas jearan , mu gohččun ii leat vástidit . ¶
Nu go mun lean 	adden 	sámi kultuvrra , de ii leat dábálaš dušše iežas birra smiehttat go lea luonddus . ¶
- Mun in bala almmolašvuođas , muhto liikká 	adden 	dáid geat eai hálit leat almmolažžan , go sis han ii leat ovddasvástádus ja loahpalaš mearridanváldi , lohká son . ¶
- In mun gal 	adden 	geat sii ledje , easkka maŋŋá go ledje mannen . ¶
Eai 	adden 	min meahcástanvuogi ¶
Hálidin diehtit eambbo dán olmmoščeardda birra , vai 	adden 	buorebut manin reahka lea duddjon dien láhkai , čilge son . ¶
- « Vuosttaš oasis Antárkta mátkkis eaba 	adden 	sániige eaŋgalasgielas . ¶
Son maid ii loga sámegiela oahpaheaddjiid ja oahppasat riekta 	adden 	su , go ii leat nákcen oahppat iežas eatnigiela . ¶
Sámedikki dievasčoahkkima dávvisámegielat dulkkat eai 	adden 	sáni ge dulkot . ¶
- Boazodoallohoavda doarju agronoma kritihkka haga , ii ge leat oba 	adden 	 ¶
- Das oaidnit dađi bahábut ahte departemeanta ii leat 	adden 	ahte doarjjaášši ii leat eará unná oasáš daid váttisvuođaid maid birra lea sáhka . ¶
- Mun 	adden 	Sámi museaid váttisvuođaid háhkat ruđaid oastit dološ sámidáidaga , muhto mun maid in livčče goassige máksán nu ollu , vaikko vel sárggus lei orginála , lohká Bang . ¶
	Adden 	dán barggu lean Dutnje hui lossat ja dat gáibidii Dus oalle ollu . ¶
Sámediggepresideanta Aili Keskitalo logai aviisii Ságahii gieskat ahte viessostivra lea boastut 	adden 	sámediggeráđi áigumušaid . ¶
- Mu eai leat givssidan Jánoš iešheanalaš áššebajideamit , go mun 	adden 	ahte dát lea su vuohki loktet máŋggaoaivvil áššiid digaštallama johtui . ¶
Gealuldus sáni in livčče 	adden 	jus in livčče dás oaidnán , lohká Janna Teresa Hagelin Balto . ¶
Lean 	adden 	ahte olles Grand Prix idea , nu mo mun lean adden , galget čájehit Norgga ja daid guovlluid mat leat dehálaččat . ¶
Lean adden ahte olles Grand Prix idea , nu mo mun lean 	adden 	, galget čájehit Norgga ja daid guovlluid mat leat dehálaččat . ¶
Dát leat dieđusge bealit maid dát eiseválddit ja politihkkárat eai leat beroštan dahje 	adden 	. ¶
- Mun sáván ahte mun , sosiáljođiheaddjin , buorebut ipmirdan ja 	adden 	klieanttaid geain leat psyhkalaš váttut . ¶
- Mun lea 	adden 	ahte duopmu ii guoddaluvvo alit duopmostullui , nu ahte mu oainnu mielde lea duopmu ovdanahttimin boazodoallorivttiid vaikko lea diggegotti duopmu . ¶
- 	Adden 	ahte diet guokte boares ádjá eaba gille searvat Grand Prix loahpagilvodoaluide . ¶
Mun 	adden 	nu bures boazodoalu gáibádusa divvadiid ektui go eai meannuduvvo seamma láhkái go eará ealáhusat , dadjá Olli . ¶
- 	Adden 	NBR ¶
Buot oahpahus lei dárogillii , man mánát eai 	adden 	. ¶
ATNÁ VÁIVIN : Sámi Radio prográmmaredaktevra Rávdná Buljo ii šállos muhto átná váivin g o olbmot leat 	adden 	boastut . ¶
Mun jáhkken beakkán filbmadahkki Nils Gaup livččii 	adden 	eanet vuoiŋŋalašvuođas . ¶
- Mun jáhkken ahte beakkán filbmadahkki Gaup livččii 	adden 	eanet vuoiŋŋalašvuođas . ¶
- Álggos in 	adden 	maidege . ¶
In 	adden 	sámi áššiin maidege ¶
Muhto mii sápmelaččat eat 	adden 	ovdalgihtii áššiid čilget , viegaimet niibeboahkániin , čiehgahpiriin ja oruimet issorasat olbmuide . ¶
Ovdal feastta mii čoagganeimmet nuppelot nieidda čuohpadit daid báiddiid vuoi eai leat buohkat seammáláganat , moai ean vel áibbas 	adden 	mii dat « street party » lea , muhto álggiime eambbo ja eambbo illudit dasa . ¶
Gardå rápmo nuoraid go lea váldán ovddasvástadusa buot bargguin ja go lea 	adden 	ahte juohke bargu lea seamma dehálaš teáhterbihtá lihkostuvvamii . ¶
- Dan mun 	adden 	hui bures , go leat leamaš eahpečielggasvuođat . ¶
- 	Adden 	bures NSR jođiheaddji ii oainne ávkki konsultašuvnnaiguin ráđđehusain , muhto mu mielas lea beare árrat botket dáid . ¶
- Mun 	adden 	bures NSR jođiheaddji Silje Muotka go son ná árvala , nu lohká Aili Keskitalo dasa go Muotka bivdá Sámedikki árvvoštallat botket konsultašuvnnaid ja ahte go Muotka ii oainne makkár ge ávkki dáid gulahallamiiguin nu guhká go ráđđehus ii čuovo soahpamušaid . ¶
- 	Adden 	gal veahá juo , muhto in nagot áddet visot maid olbmot hállet , go sii hállet nu johtilit , dadjá Mia ja lohká leat dehálaš váldit vára sámegielas . ¶
- Mun 	adden 	bures ahte NRK Sámi Radio lea čálligoahtán ođđasiid dušše dárogillii , go dainna oláhit eambbosit . ¶
Fleicher lei maiddái guhte muitalii « duohtavuođa » muhtin bivdobláđis Finnmárkkulága birra ja mo Stuorradiggi lei fillehuvvon juristtaide geat eai 	adden 	. ¶
- Muhto eaihan sii 	adden 	, danne go mun hállen sámegiela , muitala Niillás . ¶
Máŋgii go lean aviissa lohkan , de fuomášan go nuppážii logan ahte mun han lean ášši botnjut 	adden 	. ¶
Muhto nu mo Lindi lea 	adden 	de ferte bierggu suovastit sierra gokčojuvvon lanjas ja Linddi mielas ii leat diekkáraš rusttegis suovastuvvon biergu dat seamma go árbevirolaš suovasbiergu . ¶
- 	Adden 	bures go sámi oahpaheaddjit vuollánišgohtet , go ressursaid haga ii leat sámeskuvla dássásaš dáža skuvllain , nu lohká Sámedikki ráđđelahttu Jarle Joansen . ¶
- 	Adden 	bures oahpaheddjiid vuolláneami ¶
Sámediggeráđi Jarle Jonasen lohka iežas bures 	adden 	go oahpaheaddjit dál leat beanta vuolláneamen go sis lea garraseabbo oahpahusbeaivvit go dáža skuvllain lea . ¶
- Sámeskuvllat ja oahpaheaddjit leat dál vearrás dilis ja 	adden 	hures oahpaheddjiid go ná reagerejit ja vuollánišgohtet , nu ahte jus dál ii boađe johtui ortnet mii njulgesta sámeskuvllaid ja sámeoahpahusa dilálašvuođa , de ii leat vejolaš juksat máhttoloktema ulbmiliid , lohká Jarle Jonasen . ¶
17. mai-komitea Oslos ii eai lean 	adden 	dan vuođu vuođđolágas , muhto sii šadde bákkus duhtat dainna . ¶
- Son ii leat dán áššis 	adden 	váldit ovddasvástádusa . ¶
Lili010 : Ean 	adden 	buot galbbaid dáppe , nu ahte riibaheimme vel sáhku oažžut . ¶
Nugo mun lean 	adden 	, de liikojit olbmot sutnuide , loahpaha Smette . ¶
- 	Adden 	bures go sámi oahpaheaddjit vuollánišgohtet , go ressuršaid haga ii leat sámeskuvla dássásaš dáža skuvllain , nu lohká Sámedikki ráđđelahttu Jarle Jonassen . ¶
	Adden 	bures oahpaheddjiid vuolláneami ¶
Sámediggeráđi Jarle Jonassen lohká iežas bures 	adden 	go oahpaheaddjit dál leat beanta vuolláneamen go sis lea garrasit oahpahusbeaivvit go dáža skuvllain lea . ¶
- Sámeskuvllat ja oahpaheaddjit leat dál vearrás dilis ja 	adden 	hures oahpaheddjiid go ná reagerejit ja vuollánišgohtet , nu ahte jus dál ii boađe johtui ortnet mii njulgesta sámeskuvllaid ja sámeoahpahusa dilálašvuođa , de ii leat vejolaš juksat máhttoloktema ulbmiliid , lohká Jarle Jonassen . ¶
- NSR leat ollu romis dábit ja mu ášši lea okta dakkár , go orgánisašuvdna ii leat 	adden 	iežas bargoaddi rolla . ¶
- Sámediggejoavku lea bures 	adden 	Trostena dili ja su dárbbu oažžut maŋŋebálkká oanehis áigái go juo šattai nu ahte gárttai guođđit NSR parlameantáralaš virggi . ¶
- Ja 	adden 	maiddái Norgga Boazosápmelaččaid Riikasearvvi oainnu dán áššái , go sii han leat Norgga boazosápmelaččaid ovddasteaddjit eaige sáhttán ealáhusorganisašuvdnan eará dahkat , lohká Pedersen . ¶
Dat juo njulgestaga čájeha ahte DN ii leat 	adden 	maidege sámiid meahccevuodjimis . ¶
- Nu go mun 	adden 	de orrot ráhkkaneamen Ráitevárrái stuorit bargguid dahje doaimmaid , ja jus nu leaš , de eai sáhte álggahit dáid bargguid ovdal go leat čielggaduvvon ahte dát barggut eai leat hehttehussan dahje goarádussan boazodollui ja sámi beroštumiide , lohká Sara . ¶
- 	Adden 	bures boazoealáhusa balu dákkár doaimmaide , go ii oktage boazodoalli hálidivčče čáhkket saji ruvkedoibmii ja guođđit agibeaivái boazodoalu , čilge Balto . ¶
- Mun 	adden 	sin suhtu go muhtun byrokráhttat galget sáhttit mearridit mo ja man vuogi mielde olbmot galget beassat ávkkástallat luondduriggodagaid , lohká Haga . ¶
Ja mii duonát geafivuođas leat vuovdán sidjiide eanastuhkaimet , ostiimet buotlágan dán áigge biergasiid , muhto eat duonát 	adden 	ahte dat rusttot ja bieđganit , ja das maŋŋá mii leat ge fas nalas hiitamiin . ¶
Mii oahppameahttumat eat 	adden 	eatnama mearkkašumi . ¶
Eai dalle vel mis nu gallis 	adden 	, ahte mii maid muhtimin oahppat ja máhttit ja sáhttit ieža stivret iežamet . ¶
Máddin boahtán báhpat dan gal ledje 	adden 	ja mearkkuhan alcceseaset eatnamiid dáppe guovllus ja nu ohcejohkalaččaid eana álggii gáržut sápmelaččaid bađa vuolde . ¶
- In mun álggos 	adden 	mii dát báhpiriid lea ja fertejin muhtin gielalačča sihtat čilget mii dát lea , muitala son . ¶
Gihttelis , davvi Suomas , leat dál ráhkkaneamen rahpat golleruvkki boahtte geassái , ja ruvkki stuorrodat balddiha NBR jođiheaddji Nils Henrik Sara : - In leat oba 	adden 	ge ruvkeguovlu šaddá dego smávva gávpot , 8500 mihttu , ja go gulan ahte Gihttela ruvki ii leat dat stuorimus , de gal balddiha . ¶
Gihttelis , davvi Suomas , leat dál ráhkkaneamen rahpat golleruvkki boahtte geassái , ja ruvkki stuorrodat balddiha NBR jođiheaddji Nils Henrik Sara : - In leat oba 	adden 	ge ruvkeguovlu šaddá dego smávva gávpot , 8500 mihttu , ja go gulan ahte Gihttela ruvki ii leat dat stuorimus , de gal balddiha . ¶
Anne Luoise Næss Gaup goit ii loga iežas goasse 	adden 	niegadit niegus ge ahte dainna lágin galggái su vuosttaš deaivadeapmi vuovddi ádjáin geavvát . ¶
Mun 	adden 	dán ná ahte SáB sátnejođiheaddjievttohas , Terje Tretnes , ii dohkket earáid ja badjelgeahččá Kárášjoga gieldda jienasteaddjiid eanetlogu , dadjá Marit Kirsten Anti Gaup . ¶
Son sivahalai dárogielat politiijáid boastut 	adden 	vihttaniid geat eai máhttán nu bures dárogiela . ¶
Boahttevaš fylkkasátnejođiheaddji , orro ge dego eanaš fylkka gielddaid sátnejođiheaddjit , 	adden 	ahte olbmot eai šat dohkket máttanorgalaččaid sin stivret ja mearredit mo dáppe mii galgat eallit , seammás go iežaset guovlluin eai duosta maidege dahkat váttisvuođaiguin ja daid ollu fanas- ja biilalihkohisvuođain . ¶
Muhtun mánát eai 	adden 	eai maidige . ¶
Njealljelogiguhtta dáin vahkkuin in 	adden 	olus maid oahpaheaddji hálai . ¶
In leat dan 	adden 	dahkat . ¶
Ii lean 	adden 	 ¶
Skuvlalanjas ii lean go dárogiella ja mun in 	adden 	sáni ge . ¶
Čohkkáimet ja guldaleimmet vaikko eat 	adden 	. ¶
Go Finnmárkkukomišuvdna boahtá johtui , de bohtet sii geavahit dan ahte buohkat han dohkkejedje dán ja eai vuosttildan FeFo fitnodaga ásaheami , oaivvilda son ja lohká ahte Sámedikki áirasat eai oro 	adden 	váikkuhusaid go dohkkehedje dán . ¶
Eai buohkat Álttás 	adden 	maid Hjalmar dáinna mieskan šlihtáin áiggui . ¶
- Muhto mun 	adden 	sihke Kárášjoga ja Guovdageainnu go hálidit leat váldogávpogin , go dat han addá ovdamuniid , muhto maiddái ovddasvástádusa Sámeálbmoga ektui , muittuha Sámedikki presideanta Egil Olli . ¶
Radio ja eará mediaid dieđuid vuođul leat 	adden 	ahte Girko- ja oahpahusdepartemeanta árvvoštallá ásahit sámi gymnása Áltái . ¶
- 	Adden 	bures ahte sámi aviissat vurdet ahte dát galgá mannat jođanit , dadjá Valle Min Áigái . ¶
Lei máilbmi mu birra , mas in 	adden 	maidege . ¶
TEKSTEJUVVON : - Dál mun ge 	adden 	visot maid Beaivváš teáhtera Mary Sarre muitala , illuda Liv Christin Klefstad . ¶
- Dál mun ge 	adden 	teáhtera ¶
Dađi bahát in leat ovdal nagodan visot čuovvut das mii dáhpáhuvvá teáhteris , vaikko vel 	adden 	veaháš sámegiela , muitala hárjánan teáhtergeahčči Liv Christin . ¶
- Mun 	adden 	sin oainnu , ja dieđus sáhttá teksten moasehuhttit . ¶
- Álggus in 	adden 	ahte mu birra dat lei sáhka , lohká Johnsen . ¶
- Go stáhtaministtar velá jolge lasihit ahte iežamet gaskariikalaš sáttagottit eai álo sáhte vuhtiiváldit buot beliid ja beroštumiid Norggas , de muitala dat dan seammás ahte sii eai leat 	adden 	geasa eanemusat čuhcet boahtteáigge dálkádatrievdamat , namalassii sápmelaččaide Norggas ja Davvikalohtas , joatká Lysklætt . ¶
- Jua , mun 	adden 	ahte dat lea ártegis ákká , muhto in sáhtte spižán vađđut bargiid bargui . ¶
Muhto deattuhan ahte dát ii lean sávahahtti dilli , ja 	adden 	hui bures boazodolliid heađi , dadjá Thor Aage Pedersen . ¶
- 	Adden 	bures ahte sii čájehedje dien ciellama danin go dat han geasuha gehččiid , muhto sii eai livčče dárbbašan nie ollu čájehit , dadjá Balto ja lea ilus go dál áigot iskat dien ášši . ¶
Maŋážassii letne moai maiddái 	adden 	ahte ferte leat juoga mii lea boastut . ¶
Nannendihti iežas ákkastallama , Olli cealká ahte ii sáhte váldit NSR:a duođas ja ahte mii eat leat 	adden 	ášši . ¶
Earát eai 	adden 	mii dat lei , dat lei sámegillii heivehuv von « pidestall » . ¶
Muhto mun gii dán čállosa lean čállán , gal lean lohkan girjji , ja 	adden 	dan sisdoalu bures . ¶
“ Miššonearat ja báhpat eai 	adden 	luođi ja dan ¶
Nugo mun 	adden 	Bertil Rolf , de ii sáhte buot geavatlaš máhtu njulgestaga oahpahit , go lea veadjemeahttun dovdat juohke dilálašvuo ¶
Mun 	adden 	Ingolda dainna lágiin ahte olmmoš oahppá ipmirdit duovdaga go ieš lea doppe . ¶
mun 	adden 	, de ferte olmmoš gii ¶
In 	adden 	dalle maid son oaivvildii , ovdal go ieš vázzen ja vásihin man ¶
Dál mun gal 	adden 	go ¶
Mun 	adden 	I ¶
Nugo mun 	adden 	Elle , de ferte olmmoš ieš orostallat guovlluin , nu ahte liikogoahtá daidda . ¶
Go Ailo lohká , ahte olmmoš sáhttá duohtadit ja váldit biergasiid mielde maid gávdná muhto dalle ferte vuos jearrat lobi , de 	adden 	mun sus ahte olmmoš sáhttá gulahallat ja soabadit biergasiid alde mat leat fiervvás , muhto olmmoš okto ii rá ¶
Mikkel Nils Sara suokkardallá evaluerendutkamis , mainna lágiin skuvllat leat 	adden 	, mii sámi árbevirolaš diehtu ja máhtu lea ja mainna lágiin oahpaheaddjit oidnet dan sáhttit váldit atnui skuvllas . ¶
Máná dárofuolkkit eai 	adden 	manne nie ollu galggai rahčat sámegiela dihtii . ¶
Muhto Sara doaba searvelatnja , nugo mun 	adden 	dan , ii gieđahala árvokvalitehta sirdima buolvvas nubbái . ¶
	adden 	ja dat hállojuvvojedje njálmmi siste suollemasat . ¶
dahje 	adden 	. ¶
buoridit jienajávohaga dahje dajadit sániid , maid ii 	adden 	. ¶
	adden 	oktage duohta spivkan , álo bázii hállanláhkai : – Maidson dal duot ¶
teavsttaid čállin ja 	adden 	lea váddásut go hállangiela adden . ¶
teavsttaid čállin ja adden lea váddásut go hállangiela 	adden 	. ¶
máhtán mun diená ahte , mun oalle ollu jo 	adden 	dahje measta visot , dahje in dieđus buot sániid ádde muhto , goit , dan mas lea sáhka . ¶
) várra 	adden 	buorebut go hálan ja [ -- £logan buorebut go ieš čálán.£ ( ... ¶
muhto mun lean álo 	adden 	dan . ¶
) jos mun 	adden 	dan nu dasto [ liikon dasa ] . ¶
Áibbas oahpuid álggus , go sii eai velá 	adden 	sámegiela , ¶
suomagillii dahje čilgejit ovttaskas áššiid dakkáriidda , geat eai lean 	adden 	dan . ¶
Dalle lei sin mielas juoba buoret sámástit , jos earát eai 	adden 	sin ¶
sámástit gaskaneaset , vaikko buohkat eai dan 	adden 	. ¶
doarvái buorrin ja oassi fas ii ollige 	adden 	, manin gii nu jurddašivččii nu . ¶
Mo dat orui du mielas , go olbmot sámástedje gaskaneaset , itge 	adden 	daid ? ¶
Mun 	adden 	lávlaga dalááiggi estehtalaččat hábmejuvvon duohtavuođa ádde jupmin ja boahtteáiggi rahčamuššan , iige dološáiggi nostalgiijan . ¶
Nubbi oassi manná birra oaivvi ( juoga nu lágan ravda dahje reaska , 	adden 	mun ) . ¶
Muhto 	adden 	dás ahte son oaivvilda johtti sápmelaččaid , geat johtet gaskal mearragátti ja siseatnama . ¶
Nugo mun 	adden 	Højrup ( 1989 ) de eallineavttut mat bohtet olggobealde váikkuhit olbmuid eallinvuohkái sihke buori ja heajos láhkái . ¶
Báikeáddejupmái laktasa maiddái guovllu 	adden 	ja meahcis dádjadeapmi . ¶
Soai čatnaba , nu go 	adden 	sudno ságaid , nannosit iežaska dovdduid duddjomii . ¶
	Adden 	Hallam ja Ingolda nu , ahte soai deattuheaba hutkáivuođa proseassan mas de leat oassedáhpáhusat ja mat váikkuhit olbmo dovdui , moktii ja ovdanbuktimii . ¶
Ulbmilin lea sámegiela oahpahusa dili oppalašvuođa 	adden 	ja ovdanbuktin . ¶
pan , bustávaid ovttasteapmi stávvalin , sáni čohkken stávvaliin , stávvalráji gávd nan oidnojuvvon sáni vuođul ja lohkama 	adden 	( Ahvenainen – Holopainen 2005 : 109–110 ) . ¶
Nugo 	adden 	Eco , de olbmo vuosttaš vásáhus muhtun dávviriin hukse dávvira idea . ¶
	Adden 	dihtii Turi teaksta- ja dáiddaduoji lea dehálaš dovdat man áiggis Muitalus sámiid birra ja Turi eará barggut leat dahkkon . ¶
